idx,label,part,valley_distinct,h,j,dh,dj,t,perp,Dhj,vr,mixlogp,LatAD_pct,USAD_pct,TranAD_pct,AE_pct,IF_pct,linres_pct,maxz_pct
4664,0,in_cluster,0,10,3,3.256,3.517,0.482,2.766,2.501,0.042,-22.76,0.1119,0.0708,0.1975,0.2552,0.5017,0.4450,0.0855
4665,0,in_cluster,0,3,10,3.360,3.676,0.352,2.571,2.501,0.042,-23.83,0.2343,0.2282,0.3618,0.2691,0.5273,0.4758,0.1734
4666,0,in_cluster,0,15,13,2.376,3.539,-0.046,1.935,3.513,0.183,-22.62,0.0863,0.2254,0.3229,0.0539,0.4444,0.4074,0.1746
4667,0,in_cluster,0,15,13,3.297,3.591,-0.058,2.005,3.513,0.183,-24.79,0.1746,0.1204,0.1755,0.1889,0.5385,0.4126,0.0333
4668,0,in_cluster,0,3,15,2.733,3.382,0.522,2.702,3.386,0.001,-22.84,0.2465,0.0933,0.1678,0.2602,0.6520,0.3396,0.1554
4669,0,in_cluster,0,3,15,2.755,3.819,0.344,2.641,3.386,0.001,-22.94,0.3698,0.0445,0.1277,0.5795,0.7165,0.3336,0.2278
4670,0,in_cluster,0,3,13,2.483,4.246,-0.158,2.214,3.765,0.129,-22.24,0.3004,0.0120,0.0578,0.4852,0.6425,0.4237,0.2394
4671,0,in_cluster,0,3,13,3.110,4.714,-0.184,2.707,3.765,0.129,-24.00,0.2158,0.0246,0.0843,0.4935,0.7554,0.4760,0.2783
4672,0,in_cluster,0,3,13,3.156,4.898,-0.213,2.846,3.765,0.129,-24.15,0.3192,0.0371,0.1263,0.5132,0.7798,0.3550,0.2986
4673,0,in_cluster,0,3,13,3.028,4.620,-0.188,2.612,3.765,0.129,-23.76,0.5190,0.0436,0.1448,0.6504,0.7432,0.3413,0.3420
4674,0,in_cluster,0,10,3,3.199,3.718,0.499,2.245,2.501,0.042,-22.62,0.1288,0.0544,0.1854,0.1465,0.4108,0.3466,0.4413
4675,0,in_cluster,0,10,13,2.402,3.907,-0.034,1.974,3.962,0.112,-20.42,0.1342,0.0577,0.2106,0.0486,0.1429,0.3334,0.4483
4676,0,in_cluster,0,10,13,2.596,3.829,-0.006,1.962,3.962,0.112,-20.91,0.1979,0.0611,0.2129,0.0731,0.1269,0.2819,0.4453
4677,0,in_cluster,0,10,13,2.807,3.824,0.033,2.153,3.962,0.112,-21.48,0.2588,0.0712,0.2282,0.0830,0.2050,0.3068,0.4430
4678,0,in_cluster,0,10,13,2.648,3.757,0.025,2.082,3.962,0.112,-21.04,0.3621,0.1032,0.2929,0.1526,0.3009,0.2415,0.4398
4679,0,in_cluster,0,10,13,2.596,3.667,0.021,2.146,3.962,0.112,-20.91,0.1165,0.1715,0.3558,0.0911,0.2043,0.2738,0.4234
4680,0,in_cluster,0,13,10,3.389,3.566,0.892,2.340,3.962,0.112,-23.89,0.2910,0.2831,0.4016,0.0675,0.2873,0.4246,0.4205
4681,0,in_cluster,0,15,13,2.664,3.301,-0.015,1.824,3.513,0.183,-23.36,0.1369,0.2661,0.3721,0.0724,0.2958,0.4209,0.4196
4682,0,in_cluster,0,15,13,2.253,3.468,-0.023,1.897,3.513,0.183,-22.36,0.1693,0.1979,0.3030,0.1810,0.3879,0.4219,0.3870
4683,0,in_cluster,0,15,13,2.668,3.320,-0.015,1.920,3.513,0.183,-23.38,0.2648,0.3515,0.4201,0.3227,0.6272,0.2857,0.3623
4684,0,in_cluster,0,10,13,3.462,3.699,0.060,2.806,3.962,0.112,-23.51,0.2975,0.2891,0.3922,0.3610,0.4671,0.2761,0.3615
4685,0,in_cluster,0,10,13,3.375,3.880,-0.091,2.560,3.962,0.112,-23.22,0.2659,0.0520,0.1321,0.4276,0.6019,0.5906,0.3562
4686,0,in_cluster,0,10,13,2.038,4.168,-0.101,2.027,3.962,0.112,-19.62,0.1230,0.0157,0.0612,0.0966,0.4081,0.3553,0.3457
4687,0,in_cluster,0,10,13,3.268,4.191,-0.021,2.313,3.962,0.112,-22.88,0.3083,0.0137,0.0676,0.1714,0.4622,0.4110,0.3304
4688,0,in_cluster,0,10,13,3.388,4.165,-0.046,2.222,3.962,0.112,-23.28,0.3316,0.0151,0.0855,0.1959,0.5131,0.4517,0.3061
4689,0,in_cluster,0,10,13,2.267,4.449,-0.122,2.341,3.962,0.112,-20.11,0.1029,0.0140,0.0906,0.1383,0.5786,0.2588,0.2730
4690,0,in_cluster,0,10,13,3.005,4.737,-0.175,2.580,3.962,0.112,-22.05,0.2058,0.0169,0.1098,0.3152,0.7315,0.2770,0.2127
4691,0,in_cluster,0,10,13,3.879,5.069,-0.223,2.920,3.962,0.112,-25.06,0.4920,0.0184,0.1235,0.5554,0.8161,0.2948,0.1775
4692,0,in_cluster,0,10,13,3.647,5.059,-0.199,2.988,3.962,0.112,-24.19,0.3867,0.0180,0.1319,0.4955,0.7861,0.4003,0.1779
4693,0,in_cluster,0,10,13,4.001,4.845,-0.128,2.939,3.962,0.112,-25.54,0.6907,0.0189,0.1439,0.5464,0.8149,0.4073,0.1840
4694,0,in_cluster,0,10,13,3.772,4.113,-0.095,2.093,3.962,0.112,-24.65,0.6639,0.0104,0.1112,0.3733,0.6701,0.3896,0.1560
4695,0,in_cluster,0,10,13,2.502,3.922,-0.088,1.748,3.962,0.112,-20.67,0.1975,0.0046,0.0699,0.0469,0.3519,0.4510,0.1626
4696,0,in_cluster,0,10,13,2.302,3.787,-0.103,1.532,3.962,0.112,-20.19,0.4551,0.0051,0.0774,0.1768,0.6236,0.3279,0.1382
4697,0,in_cluster,0,10,13,2.331,4.306,-0.145,2.090,3.962,0.112,-20.26,0.2965,0.0091,0.1129,0.2394,0.7009,0.3304,0.1028
4698,0,in_cluster,0,10,13,2.113,4.207,-0.149,1.940,3.962,0.112,-19.77,0.1790,0.0096,0.1134,0.1105,0.5602,0.3993,0.1028
4699,0,in_cluster,0,10,13,1.896,3.861,-0.067,1.755,3.962,0.112,-19.34,0.2552,0.0119,0.0906,0.0291,0.3171,0.3013,0.0966
4700,0,in_cluster,0,10,13,2.243,3.817,-0.016,1.939,3.962,0.112,-20.05,0.3024,0.0316,0.0958,0.0186,0.2929,0.2033,0.0717
4701,0,in_cluster,0,10,13,2.529,3.989,0.019,2.376,3.962,0.112,-20.74,0.2013,0.0568,0.1180,0.0427,0.3520,0.3224,0.0664
4702,0,in_cluster,0,10,13,2.360,3.578,0.009,1.697,3.962,0.112,-20.32,0.1505,0.0380,0.1141,0.0249,0.2453,0.2342,0.0664
4703,0,in_cluster,0,10,13,2.755,3.615,-0.027,1.641,3.962,0.112,-21.33,0.2426,0.0175,0.1143,0.1127,0.4578,0.2223,0.1412
4704,0,in_cluster,0,10,13,2.633,4.304,-0.065,2.400,3.962,0.112,-21.01,0.1593,0.0163,0.1580,0.1856,0.6172,0.3894,0.1907
4705,0,in_cluster,0,10,13,2.387,4.237,-0.068,2.323,3.962,0.112,-20.39,0.3038,0.0176,0.1612,0.2003,0.5089,0.3518,0.2192
4706,0,in_cluster,0,10,13,3.166,3.918,-0.053,2.084,3.962,0.112,-22.55,0.3735,0.0222,0.1913,0.2166,0.6013,0.2948,0.1773
4707,0,in_cluster,0,10,13,2.928,4.046,-0.080,2.178,3.962,0.112,-21.83,0.2051,0.0292,0.2310,0.1362,0.5475,0.4530,0.1758
4708,0,in_cluster,0,10,13,3.192,4.061,-0.102,2.367,3.962,0.112,-22.64,0.6571,0.0597,0.2496,0.3289,0.6904,0.3951,0.1800
4709,0,in_cluster,0,10,13,2.263,3.797,-0.016,2.186,3.962,0.112,-20.10,0.3091,0.1786,0.2497,0.1491,0.4493,0.3235,0.1821
4710,0,in_cluster,0,10,13,3.235,3.512,0.085,2.280,3.962,0.112,-22.77,0.4354,0.3414,0.2883,0.0678,0.3672,0.4247,0.1717
4711,0,in_cluster,0,13,15,3.503,4.069,0.956,2.366,3.513,0.183,-28.09,0.3843,0.5324,0.4215,0.3350,0.6790,0.2725,0.0116
4712,0,in_cluster,0,13,15,3.512,3.599,1.038,2.182,3.513,0.183,-26.30,0.4790,0.5731,0.4422,0.4539,0.7646,0.3922,0.1719
4713,0,in_cluster,0,15,13,3.156,3.271,-0.041,2.120,3.513,0.183,-24.74,0.5921,0.4349,0.3137,0.4231,0.6396,0.3561,0.0116
4714,0,in_cluster,0,15,13,2.689,3.280,0.060,2.131,3.513,0.183,-22.59,0.1307,0.3150,0.1746,0.0732,0.3397,0.4943,0.0116
4715,0,in_cluster,0,15,13,2.727,3.437,0.039,2.217,3.513,0.183,-23.14,0.0612,0.3786,0.2420,0.0424,0.2480,0.3849,0.0116
4716,0,in_cluster,0,15,13,2.628,3.303,0.007,2.063,3.513,0.183,-22.93,0.0901,0.3809,0.2330,0.0504,0.3251,0.4769,0.0116
4717,0,in_cluster,0,15,10,2.992,3.425,0.467,2.056,3.473,0.020,-23.06,0.0748,0.3311,0.1916,0.0088,0.2247,0.5110,0.0116
4718,0,in_cluster,0,15,13,3.067,3.345,0.075,2.369,3.513,0.183,-23.32,0.0484,0.4116,0.2755,0.0112,0.2406,0.5106,0.0116
4719,0,in_cluster,0,1,15,2.339,2.929,0.168,2.160,3.084,0.006,-18.28,0.0181,0.3698,0.2832,0.0157,0.1215,0.5593,0.0116
4720,0,in_cluster,0,1,10,2.329,3.019,0.119,2.149,3.128,0.005,-18.26,0.0136,0.0865,0.1374,0.0281,0.1425,0.4047,0.0116
4721,0,in_cluster,0,1,10,2.231,3.031,0.157,1.991,3.128,0.005,-18.05,0.0185,0.0654,0.1662,0.0036,0.1218,0.5541,0.0116
4722,0,in_cluster,0,1,10,2.436,2.783,0.183,2.000,3.128,0.005,-18.49,0.0149,0.2605,0.2523,0.0204,0.1288,0.4735,0.0116
4723,0,in_cluster,0,1,15,2.840,3.287,0.160,1.977,3.084,0.006,-19.58,0.1503,0.3490,0.2274,0.0996,0.3759,0.4691,0.0116
4724,0,in_cluster,0,15,1,2.774,2.818,0.722,2.043,3.084,0.006,-19.53,0.1017,0.3927,0.2513,0.0894,0.4138,0.3167,0.0116
4725,0,in_cluster,0,1,15,2.079,2.436,0.301,1.946,3.084,0.006,-17.73,0.1704,0.4350,0.2914,0.0484,0.2947,0.4257,0.0116
4726,0,in_cluster,0,1,15,2.932,3.639,0.045,2.741,3.084,0.006,-19.86,0.0357,0.1817,0.2017,0.1151,0.2812,0.3476,0.0116
4727,0,in_cluster,0,1,10,2.154,3.128,0.073,1.864,3.128,0.005,-17.88,0.1217,0.0103,0.1046,0.1016,0.3226,0.4359,0.0116
4728,0,in_cluster,0,1,10,1.795,3.244,0.066,1.783,3.128,0.005,-17.18,0.0673,0.0251,0.1284,0.0230,0.2259,0.3903,0.0882
4729,0,in_cluster,0,1,10,2.204,3.080,0.012,2.008,3.128,0.005,-17.99,0.0305,0.0481,0.1600,0.0306,0.2486,0.5919,0.0887
4730,0,in_cluster,0,1,10,1.872,2.833,0.027,1.779,3.128,0.005,-17.31,0.0112,0.0376,0.1751,0.0312,0.1504,0.5055,0.0910
4731,0,in_cluster,0,1,10,2.176,3.214,0.042,2.113,3.128,0.005,-17.93,0.0465,0.0310,0.2127,0.0510,0.2484,0.4765,0.1028
4732,0,in_cluster,0,1,10,2.346,3.082,0.108,2.054,3.128,0.005,-18.31,0.0442,0.0379,0.2626,0.0624,0.3218,0.5055,0.1028
4733,0,in_cluster,0,1,10,3.141,3.728,0.216,3.141,3.128,0.005,-20.49,0.2910,0.1506,0.3203,0.1975,0.4124,0.3253,0.0864
4734,0,in_cluster,0,1,10,2.125,2.601,0.138,1.888,3.128,0.005,-17.79,0.2264,0.2975,0.3500,0.1039,0.2120,0.2452,0.0860
4735,0,in_cluster,0,1,10,1.812,2.614,0.084,1.676,3.128,0.005,-17.19,0.0123,0.1849,0.2802,0.0058,0.0904,0.2931,0.0782
4736,0,in_cluster,0,1,10,2.796,3.351,-0.007,2.261,3.128,0.005,-19.46,0.0474,0.1048,0.2224,0.0576,0.2065,0.2280,0.0783
4737,0,in_cluster,0,1,10,2.524,3.226,-0.013,2.094,3.128,0.005,-18.74,0.0233,0.1222,0.2742,0.0796,0.2509,0.3039,0.1831
4738,0,in_cluster,0,1,10,2.673,3.473,0.007,2.603,3.128,0.005,-19.14,0.1888,0.0677,0.2843,0.1372,0.3585,0.3666,0.1799
4739,0,in_cluster,0,1,10,2.586,3.603,0.018,2.696,3.128,0.005,-18.91,0.2036,0.0508,0.3099,0.2264,0.5345,0.2378,0.1028
4740,0,in_cluster,0,1,10,2.621,3.606,0.057,2.596,3.128,0.005,-19.00,0.0701,0.0880,0.3786,0.2439,0.5618,0.3191,0.2292
4741,0,in_cluster,0,1,10,2.813,3.430,0.112,2.545,3.128,0.005,-19.51,0.2179,0.0748,0.3510,0.2699,0.5850,0.2231,0.1028
4742,0,in_cluster,0,1,10,2.002,3.090,0.043,2.086,3.128,0.005,-17.57,0.0165,0.0511,0.2763,0.0408,0.2717,0.2216,0.1028
4743,0,in_cluster,0,1,10,2.418,3.310,0.048,2.354,3.128,0.005,-18.49,0.0678,0.0625,0.3251,0.0932,0.4023,0.1645,0.1028
4744,0,in_cluster,0,1,10,3.532,4.013,0.231,3.223,3.128,0.005,-21.79,0.1166,0.1879,0.3944,0.2181,0.5170,0.2637,0.0941
4745,0,in_cluster,0,1,10,3.025,3.464,0.197,2.960,3.128,0.005,-20.12,0.0829,0.4571,0.4311,0.1630,0.4736,0.3479,0.1628
4746,0,in_cluster,0,1,13,2.902,3.410,-0.022,1.636,3.996,0.108,-19.76,0.0629,0.4611,0.4162,0.0560,0.3164,0.3406,0.1789
4747,0,in_cluster,0,1,10,2.116,2.803,0.093,1.903,3.128,0.005,-17.79,0.0636,0.2987,0.3826,0.0250,0.2073,0.3640,0.1599
4748,0,in_cluster,0,1,10,2.121,3.093,0.130,2.124,3.128,0.005,-17.81,0.0529,0.3764,0.3867,0.0362,0.1650,0.3227,0.1863
4749,0,in_cluster,0,1,15,2.803,3.467,0.231,2.268,3.084,0.006,-19.50,0.4173,0.5102,0.4009,0.1942,0.5166,0.2317,0.1887
4750,0,in_cluster,0,15,13,3.805,3.842,0.069,2.580,3.513,0.183,-22.94,0.5466,0.5535,0.4246,0.4030,0.6437,0.3778,0.2010
4751,0,in_cluster,0,15,1,3.612,3.804,0.598,3.344,3.084,0.006,-22.78,0.3342,0.6241,0.4659,0.4457,0.6692,0.4427,0.2079
4752,0,in_cluster,0,1,13,3.583,3.594,0.018,2.339,3.996,0.108,-21.98,0.1931,0.6365,0.4731,0.4340,0.6351,0.5118,0.2051
4753,0,in_cluster,0,1,10,2.931,3.518,0.136,2.927,3.128,0.005,-19.85,0.2677,0.4401,0.3994,0.3725,0.5852,0.5389,0.2116
4754,0,in_cluster,0,1,13,2.654,3.447,-0.007,1.606,3.996,0.108,-19.09,0.4144,0.1096,0.2693,0.3320,0.4396,0.4412,0.2187
4755,0,in_cluster,0,1,13,3.415,3.973,-0.031,2.082,3.996,0.108,-21.40,0.1981,0.0356,0.2475,0.1822,0.3745,0.4110,0.2279
4756,0,in_cluster,0,1,13,3.720,3.869,-0.034,1.898,3.996,0.108,-22.49,0.3521,0.0782,0.2837,0.1394,0.3318,0.5007,0.2365
4757,0,in_cluster,0,1,13,3.190,3.695,-0.040,1.614,3.996,0.108,-20.66,0.2838,0.1291,0.3200,0.1268,0.3539,0.4981,0.2479
4758,0,in_cluster,0,1,13,2.939,3.901,-0.117,1.957,3.996,0.108,-19.89,0.4794,0.0922,0.3411,0.2807,0.5224,0.2960,0.2502
4759,0,in_cluster,0,1,10,2.862,3.802,0.024,2.701,3.128,0.005,-19.66,0.0193,0.0868,0.3824,0.1489,0.4884,0.2897,0.2474
4760,0,in_cluster,0,1,10,3.071,3.512,0.010,2.532,3.128,0.005,-20.26,0.0676,0.0968,0.3957,0.1756,0.5983,0.2923,0.2336
4761,0,in_cluster,0,1,13,3.221,3.987,-0.108,1.862,3.996,0.108,-20.76,0.3735,0.0883,0.3605,0.2554,0.6308,0.3872,0.2228
4762,0,in_cluster,0,1,13,3.078,3.881,-0.081,2.044,3.996,0.108,-20.31,0.2388,0.2018,0.3642,0.1731,0.4546,0.2468,0.2111
4763,0,in_cluster,0,1,13,3.168,3.610,-0.061,1.792,3.996,0.108,-20.59,0.2469,0.3858,0.3678,0.3411,0.4179,0.3299,0.1741
4764,0,in_cluster,0,1,13,3.049,3.248,-0.033,1.372,3.996,0.108,-20.22,0.2409,0.3219,0.3249,0.3018,0.5828,0.3126,0.1596
4765,0,in_cluster,0,1,13,2.867,3.377,-0.044,1.545,3.996,0.108,-19.68,0.3049,0.0829,0.2322,0.3445,0.5538,0.4329,0.1895
4766,0,in_cluster,0,1,13,3.093,3.739,-0.012,2.051,3.996,0.108,-20.36,0.5929,0.0192,0.1760,0.4435,0.6735,0.5663,0.1326
4767,0,in_cluster,0,1,13,2.700,3.922,-0.006,2.297,3.996,0.108,-19.22,0.5071,0.0164,0.1628,0.3865,0.6292,0.4780,0.1318
4768,0,in_cluster,0,1,13,2.333,3.754,-0.007,2.096,3.996,0.108,-18.29,0.4509,0.0172,0.1217,0.2756,0.6465,0.5647,0.1320
4769,0,in_cluster,0,1,13,2.257,3.580,-0.002,1.939,3.996,0.108,-18.12,0.3678,0.0165,0.1136,0.3138,0.5966,0.6186,0.1326
4770,0,in_cluster,0,1,13,2.668,3.788,-0.003,2.267,3.996,0.108,-19.13,0.2212,0.0116,0.1245,0.3100,0.5948,0.3747,0.1317
4771,0,in_cluster,0,1,13,2.755,3.906,0.008,2.438,3.996,0.108,-19.37,0.1607,0.0145,0.1258,0.2646,0.5750,0.4954,0.1316
4772,0,in_cluster,0,1,9,2.951,3.782,0.364,2.470,3.957,0.003,-19.93,0.3171,0.0331,0.1153,0.4623,0.5637,0.4638,0.1324
4773,0,in_cluster,0,9,1,2.819,2.954,0.522,2.165,3.957,0.003,-19.93,0.1405,0.1986,0.2037,0.3011,0.4765,0.4596,0.1324
4774,0,in_cluster,0,9,1,2.528,2.979,0.443,2.235,3.957,0.003,-19.99,0.4831,0.4091,0.2865,0.5023,0.6078,0.6057,0.1327
4775,0,in_cluster,0,15,13,3.299,3.362,0.135,2.454,3.513,0.183,-24.27,0.7123,0.4876,0.3031,0.4621,0.7311,0.6249,0.0973
4776,0,in_cluster,0,15,13,2.631,3.618,0.058,2.426,3.513,0.183,-23.28,0.6956,0.5218,0.3104,0.5922,0.8173,0.5561,0.1838
4777,0,in_cluster,0,15,13,2.758,3.423,0.029,2.219,3.513,0.183,-23.62,0.5432,0.4961,0.2516,0.4662,0.7342,0.5175,0.2207
4778,0,in_cluster,0,15,13,3.041,3.280,0.033,2.185,3.513,0.183,-24.42,0.5854,0.4518,0.1893,0.4186,0.6849,0.4742,0.2702
4779,0,in_cluster,0,13,9,3.310,3.885,0.820,2.856,3.316,0.173,-26.39,0.7354,0.4363,0.1574,0.5319,0.7145,0.4959,0.2967
4780,0,in_cluster,0,13,9,2.972,3.162,0.834,2.246,3.316,0.173,-24.87,0.7772,0.4751,0.2064,0.5577,0.7196,0.5744,0.3235
4781,0,in_cluster,0,13,9,3.176,3.468,0.924,2.244,3.316,0.173,-25.14,0.7068,0.2571,0.1681,0.6520,0.7712,0.6264,0.3375
4782,0,in_cluster,0,9,13,2.308,3.631,-0.039,2.248,3.316,0.173,-23.21,0.3800,0.0522,0.0872,0.5009,0.6751,0.6282,0.3483
4783,0,in_cluster,0,9,13,2.537,3.742,-0.060,2.270,3.316,0.173,-23.86,0.2422,0.0733,0.1009,0.4002,0.5622,0.5890,0.3554
4784,0,in_cluster,0,9,13,2.593,3.553,0.009,2.297,3.316,0.173,-24.01,0.4378,0.0808,0.0996,0.3231,0.5327,0.5323,0.3593
4785,0,in_cluster,0,9,13,2.694,3.624,-0.019,2.295,3.316,0.173,-24.28,0.5223,0.0671,0.1018,0.2622,0.4846,0.3345,0.3572
4786,0,in_cluster,0,9,13,2.505,3.661,-0.088,2.109,3.316,0.173,-23.78,0.3636,0.0784,0.1004,0.2379,0.5036,0.4913,0.3513
4787,0,in_cluster,0,9,13,2.558,3.622,-0.051,2.261,3.316,0.173,-23.92,0.3908,0.1050,0.0966,0.3284,0.5767,0.4951,0.3410
4788,0,in_cluster,0,9,13,2.484,3.677,-0.062,2.292,3.316,0.173,-23.73,0.3879,0.0988,0.0913,0.4032,0.6973,0.3251,0.3263
4789,0,in_cluster,0,9,13,2.364,3.659,-0.100,2.072,3.316,0.173,-23.44,0.3594,0.1161,0.1009,0.4614,0.6695,0.3999,0.3046
4790,0,in_cluster,0,9,13,2.438,3.696,-0.088,2.136,3.316,0.173,-23.62,0.4445,0.1793,0.1165,0.6214,0.7226,0.4204,0.2845
4791,0,in_cluster,0,9,13,2.919,3.822,-0.061,2.501,3.316,0.173,-24.91,0.4975,0.1981,0.1170,0.7289,0.7844,0.5385,0.2523
4792,0,in_cluster,0,9,13,2.403,3.761,-0.106,1.943,3.316,0.173,-23.53,0.4370,0.2616,0.1816,0.7340,0.7772,0.5240,0.2197
4793,0,in_cluster,0,9,13,2.894,4.143,-0.066,2.453,3.316,0.173,-24.83,0.5967,0.4410,0.3415,0.7937,0.8655,0.4345,0.1919
4794,0,in_cluster,0,15,13,3.408,3.645,0.014,2.403,3.513,0.183,-25.62,0.6226,0.4009,0.3096,0.7947,0.8835,0.5350,0.1524
4795,0,in_cluster,0,13,15,3.434,4.208,0.897,2.440,3.513,0.183,-28.53,0.6240,0.1104,0.0908,0.7599,0.8453,0.4558,0.0116
4796,0,in_cluster,0,9,13,3.303,3.727,-0.122,2.194,3.316,0.173,-26.10,0.3293,0.0249,0.0467,0.6226,0.7319,0.5046,0.0652
4797,0,in_cluster,0,9,13,3.085,3.765,-0.143,2.127,3.316,0.173,-25.41,0.3162,0.0321,0.0607,0.5255,0.6905,0.4026,0.0116
4798,0,in_cluster,0,9,13,2.483,3.805,-0.156,1.956,3.316,0.173,-23.73,0.3455,0.0841,0.1244,0.4761,0.7454,0.4196,0.1400
4799,0,in_cluster,0,9,13,2.346,3.765,-0.061,2.142,3.316,0.173,-23.40,0.4747,0.2286,0.2874,0.5060,0.7628,0.4321,0.2831
4800,0,in_cluster,0,15,13,2.696,3.437,-0.023,2.015,3.513,0.183,-23.45,0.6727,0.4243,0.4211,0.6238,0.8580,0.5374,0.3435
4801,0,in_cluster,0,13,15,3.234,3.563,1.006,1.933,3.513,0.183,-26.17,0.8626,0.3826,0.4010,0.7803,0.9075,0.5803,0.4241
4802,0,in_cluster,0,13,15,3.365,3.534,0.873,2.476,3.513,0.183,-25.95,0.6110,0.1744,0.2551,0.4395,0.7208,0.5868,0.4436
4803,0,in_cluster,0,3,9,3.264,3.687,0.271,2.739,4.106,0.000,-24.45,0.5358,0.0856,0.1537,0.6308,0.7607,0.5036,0.3478
4804,0,in_cluster,0,3,9,3.591,3.922,0.247,2.891,4.106,0.000,-25.56,0.6319,0.0668,0.1081,0.7563,0.8275,0.4875,0.2710
4805,0,in_cluster,0,3,9,3.174,4.169,0.189,2.924,4.106,0.000,-24.21,0.3848,0.0699,0.1132,0.4564,0.8060,0.4755,0.0980
4806,0,in_cluster,0,3,13,3.910,4.269,-0.045,2.684,3.765,0.129,-26.82,0.4549,0.0628,0.1100,0.3047,0.7330,0.4643,0.1806
4807,0,in_cluster,0,3,13,3.689,3.736,0.036,2.243,3.765,0.129,-25.98,0.4875,0.0534,0.0935,0.2265,0.6159,0.4746,0.1028
4808,0,in_cluster,0,3,13,3.384,3.568,0.023,2.102,3.765,0.129,-24.90,0.5899,0.0447,0.0709,0.3538,0.6463,0.5242,0.1424
4809,0,in_cluster,0,3,13,2.635,3.684,-0.056,2.148,3.765,0.129,-22.65,0.2770,0.0861,0.1239,0.1242,0.4131,0.4693,0.0848
4810,0,in_cluster,0,3,13,2.930,3.687,-0.041,2.344,3.765,0.129,-23.47,0.4096,0.1313,0.1674,0.3906,0.5828,0.3942,0.0847
4811,0,in_cluster,0,3,13,2.575,3.311,0.004,2.002,3.765,0.129,-22.49,0.4866,0.1748,0.1823,0.2560,0.6073,0.3936,0.0678
4812,0,in_cluster,0,3,13,2.912,3.065,0.024,1.737,3.765,0.129,-23.40,0.7151,0.2234,0.2321,0.3362,0.6677,0.4757,0.0407
4813,0,in_cluster,0,3,13,3.269,3.427,-0.004,2.283,3.765,0.129,-24.52,0.4224,0.0834,0.0941,0.3503,0.6477,0.3543,0.0356
4814,0,in_cluster,0,3,13,2.804,3.464,0.009,1.885,3.765,0.129,-23.11,0.5469,0.0222,0.0311,0.2317,0.5797,0.4279,0.0694
4815,0,in_cluster,0,3,13,3.211,3.722,0.000,2.240,3.765,0.129,-24.33,0.6648,0.0352,0.0481,0.4153,0.6271,0.3361,0.1028
4816,0,in_cluster,0,3,13,2.714,3.925,-0.037,2.418,3.765,0.129,-22.86,0.4386,0.0518,0.0694,0.3000,0.6042,0.4810,0.1028
4817,0,in_cluster,0,3,13,2.474,3.830,-0.025,2.294,3.765,0.129,-22.24,0.2794,0.0576,0.0867,0.1063,0.4428,0.4941,0.1028
4818,0,in_cluster,0,3,13,2.364,3.816,-0.023,2.256,3.765,0.129,-21.97,0.4010,0.0556,0.0904,0.1547,0.4359,0.4980,0.1028
4819,0,in_cluster,0,3,13,2.973,3.623,-0.048,2.055,3.765,0.129,-23.59,0.6878,0.0899,0.1062,0.6678,0.3435,0.5445,0.0894
4820,0,in_cluster,0,3,13,2.836,3.597,0.015,2.422,3.765,0.129,-23.20,0.7460,0.2028,0.1810,0.6614,0.3805,0.4743,0.0600
4821,0,in_cluster,0,3,13,3.137,3.576,0.081,2.596,3.765,0.129,-24.09,0.1079,0.2985,0.2773,0.1434,0.2817,0.6102,0.0340
4822,0,in_cluster,0,3,13,3.060,3.499,0.069,2.537,3.765,0.129,-23.86,0.0427,0.3688,0.3463,0.1131,0.3345,0.6392,0.0116
4823,0,in_cluster,0,3,13,3.362,3.616,0.103,2.837,3.765,0.129,-24.79,0.0369,0.4696,0.4060,0.2792,0.3997,0.5562,0.0116
4824,0,in_cluster,0,3,13,3.208,3.483,0.073,2.643,3.765,0.129,-21.90,0.0838,0.3874,0.3594,0.1732,0.2312,0.5192,0.0116
4825,0,in_cluster,0,11,3,2.822,3.245,-0.083,2.364,2.759,0.256,-17.41,0.0103,0.1460,0.1276,0.1484,0.1337,0.4354,0.0116
4826,0,in_cluster,0,11,3,2.593,2.733,0.051,2.143,2.759,0.256,-16.79,0.0018,0.0751,0.0721,0.0422,0.1359,0.5101,0.0116
4827,0,in_cluster,0,3,11,3.303,3.478,1.064,2.768,2.759,0.256,-19.47,0.0004,0.0885,0.1002,0.1307,0.2527,0.5166,0.0116
4828,0,in_cluster,0,11,3,3.024,3.158,0.004,2.640,2.759,0.256,-18.00,0.0049,0.0944,0.1138,0.0848,0.2062,0.5419,0.0598
4829,0,in_cluster,0,11,3,2.575,2.767,0.062,2.184,2.759,0.256,-16.74,0.0052,0.1134,0.1318,0.0176,0.0581,0.6123,0.1028
4830,0,in_cluster,0,11,3,2.871,3.189,-0.031,2.499,2.759,0.256,-17.55,0.0105,0.2097,0.2283,0.0389,0.0433,0.5826,0.0839
4831,0,in_cluster,0,11,3,2.612,3.133,0.044,2.462,2.759,0.256,-16.84,0.0247,0.2713,0.2895,0.1199,0.0868,0.6047,0.0793
4832,0,in_cluster,0,11,3,2.145,2.483,0.079,1.727,2.759,0.256,-15.73,0.0784,0.2634,0.2828,0.0212,0.0260,0.6425,0.0798
4833,0,in_cluster,0,11,3,1.754,2.368,0.065,1.437,2.759,0.256,-14.97,0.0023,0.2048,0.2239,0.0318,0.0232,0.4609,0.0802
